umid_inst,pto_orvalho_inst,pressao,radiacao,vento_vel,temp_inst
35.0,11.4,968.9,-3.54,0.9,28.3
36.0,11.2,969.5,-3.54,2.3,27.8
37.0,11.3,969.5,-3.54,4.1,27.1
41.0,12.2,969.4,-3.54,4.1,26.5
42.0,12.1,969.4,-3.54,3.0,26.1
45.0,12.9,969.7,-3.54,2.4,25.9
48.0,13.6,970.2,-3.54,4.3,25.3
56.0,14.9,970.7,-3.54,5.4,24.4
61.0,15.8,971.2,10.415,4.5,23.7
58.0,15.1,971.8,298.209,3.9,23.8
58.0,16.0,972.1,1096.559,4.3,24.7
55.0,16.0,972.4,2006.603,3.3,25.9
48.0,15.5,972.1,3022.491,4.7,27.5
43.0,15.2,971.5,3557.618,4.1,29.1
40.0,14.8,970.7,3582.737,3.9,30.1
36.0,14.1,969.7,3370.393,3.9,31.1
34.0,13.7,968.8,2827.452,4.0,31.6
33.0,13.8,968.2,2194.914,4.5,31.9
33.0,13.1,967.9,1292.466,3.8,31.3
33.0,13.0,967.6,887.179,3.1,31.4
33.0,13.0,967.5,366.36,2.5,31.1
33.0,12.8,967.9,5.657,2.4,30.7
35.0,13.1,968.5,-3.54,1.6,30.4
34.0,12.8,969.2,-3.54,1.9,30.2
36.0,13.0,969.5,-3.54,1.5,29.8
41.0,14.4,969.6,-3.54,3.8,29.2
46.0,16.0,969.5,-3.54,4.3,28.6
52.0,16.9,969.4,-3.54,4.7,27.5
54.0,16.8,969.6,-3.527,4.5,26.9
57.0,16.7,969.6,-3.527,3.3,26.0
58.0,16.6,969.6,-3.526,3.2,25.4
62.0,16.8,970.2,-3.5,3.8,24.7
65.0,17.4,970.9,9.389,4.1,24.5
63.0,17.6,971.4,393.861,4.2,25.2
59.0,17.3,971.7,1362.621,3.6,26.0
52.0,17.1,971.5,1880.173,4.2,28.0
49.0,17.0,971.1,1825.718,4.4,28.7
46.0,16.6,970.6,2832.001,4.1,29.5
38.0,15.7,969.6,2920.866,4.3,31.8
39.0,16.2,968.9,4053.795,4.9,31.8
38.0,16.0,968.0,3785.313,4.2,32.1
38.0,16.1,966.6,3204.799,3.8,32.3
32.0,14.9,965.6,2320.026,3.8,33.7
32.0,13.8,965.4,645.466,3.4,32.8
32.0,13.7,965.5,259.11,3.0,32.6
70.0,19.4,967.2,8.204,5.9,25.2
79.0,20.9,967.3,-3.54,1.2,24.8
75.0,20.8,968.1,-3.175,2.3,25.6
69.0,19.6,968.7,-0.46,3.3,25.8
69.0,19.4,968.8,-3.538,3.1,25.4
70.0,19.6,968.7,-3.266,3.0,25.5
72.0,19.7,968.5,-3.371,3.1,25.0
73.0,19.2,968.3,-3.248,3.5,24.4
73.0,19.0,968.4,-3.506,3.7,24.1
72.0,18.8,968.7,-3.386,3.4,24.2
68.0,17.7,969.1,-3.537,3.6,24.1
67.0,17.6,969.5,2.805,3.2,24.0
68.0,17.9,970.1,145.113,3.1,24.2
66.0,17.7,970.6,549.269,3.0,24.6
62.0,17.8,970.9,1025.693,3.2,25.6
59.0,17.6,970.8,1594.829,4.1,26.4
55.0,17.6,970.4,1919.957,4.4,27.3
58.0,18.5,970.1,1895.52,4.6,27.5
50.0,17.9,969.2,3143.048,3.7,29.5
48.0,17.4,968.3,2397.32,3.9,29.6
43.0,17.2,967.1,2879.624,2.6,31.1
44.0,16.9,966.6,1661.221,3.7,30.6
41.0,16.4,966.6,840.85,3.2,31.1
39.0,15.3,966.8,456.665,2.9,30.7
42.0,15.5,966.8,6.959,1.9,29.9
41.0,14.9,967.3,-3.54,2.0,29.4
44.0,15.0,967.7,-3.54,2.8,28.6
45.0,15.3,968.1,-3.54,2.1,28.2
49.0,15.8,968.7,-3.54,3.6,27.6
56.0,17.2,968.7,-3.54,5.0,26.7
61.0,17.6,969.3,-3.54,3.3,25.8
61.0,17.0,969.1,-3.393,5.0,25.2
63.0,17.1,968.8,-2.86,4.1,24.7
63.0,16.8,969.1,-3.093,4.0,24.3
64.0,16.7,969.5,-3.412,3.2,23.9
67.0,16.8,970.3,7.371,3.0,23.3
66.0,17.0,970.8,369.511,3.4,23.6
60.0,16.6,971.2,1391.749,4.3,25.0
56.0,16.6,971.2,2097.673,3.7,26.2
50.0,15.5,971.1,2277.626,4.1,26.7
47.0,15.3,970.4,1547.656,3.7,27.6
41.0,15.2,969.5,3222.198,4.0,29.7
36.0,14.1,968.5,3850.35,5.5,31.1
33.0,13.5,967.5,3973.891,4.9,31.8
29.0,13.0,966.4,3248.466,3.9,33.3
29.0,12.3,966.0,2546.458,4.3,32.6
32.0,13.2,965.7,1181.263,4.0,32.2
33.0,13.2,965.9,302.803,4.4,31.4
33.0,12.9,966.2,6.605,2.9,30.9
35.0,13.2,966.9,-3.54,2.8,30.3
40.0,14.5,967.7,-3.54,3.3,29.7
42.0,14.8,968.5,-3.533,3.8,29.1
46.0,15.3,968.7,-3.539,5.6,28.0
49.0,15.2,968.6,-3.54,4.2,26.8
