umid_inst,pto_orvalho_inst,pressao,radiacao,vento_vel,temp_inst
58.0,14.1,928.3,-3.54,1.1,22.9
58.0,14.9,928.5,-3.54,3.1,23.6
67.0,16.7,928.1,-3.54,2.7,23.2
71.0,16.8,927.7,-3.54,3.3,22.4
76.0,16.8,927.7,-3.54,2.2,21.2
76.0,16.7,927.3,-3.54,4.0,21.1
78.0,16.5,927.5,-3.54,3.0,20.6
76.0,16.5,927.9,-3.419,2.2,20.9
75.0,16.2,928.1,-3.034,2.5,20.7
75.0,16.1,928.7,18.756,2.7,20.7
75.0,16.8,929.2,242.547,2.8,21.3
72.0,16.5,929.5,752.254,3.1,21.9
71.0,17.4,929.8,834.0,3.1,22.9
58.0,16.8,929.6,2387.296,3.1,25.8
52.0,16.7,929.3,2963.783,3.7,27.4
52.0,16.6,928.9,2800.255,3.1,27.5
45.0,15.3,928.1,2443.717,3.6,28.4
41.0,14.5,927.4,2574.798,5.9,29.0
40.0,14.3,926.7,1771.196,4.3,29.4
42.0,15.0,926.4,1765.783,4.3,29.3
46.0,15.1,926.5,694.217,3.8,27.9
47.0,14.8,926.5,217.743,2.8,27.0
52.0,15.2,926.7,3.376,1.9,25.8
58.0,15.6,927.1,-3.54,1.7,24.3
63.0,16.1,927.7,-3.54,1.5,23.5
64.0,16.4,928.4,-3.48,3.0,23.6
65.0,16.0,928.6,-3.54,3.7,22.8
74.0,16.9,928.4,-3.54,3.3,21.7
79.0,17.4,928.3,-3.54,2.6,21.3
80.0,17.4,928.3,-3.54,2.0,21.0
81.0,17.2,928.1,-3.54,2.2,20.7
80.0,16.9,927.8,-3.54,2.6,20.4
74.0,15.5,928.5,-3.54,2.9,20.4
77.0,15.6,928.8,8.969,2.2,19.7
78.0,16.4,929.7,213.946,1.2,20.4
74.0,16.9,929.9,598.749,1.8,21.7
66.0,16.5,929.9,890.713,2.7,23.2
61.0,16.5,929.6,1545.351,3.3,24.5
58.0,16.8,929.2,1950.424,4.3,25.8
57.0,17.4,928.7,1853.917,4.0,26.6
50.0,16.8,928.4,2176.468,3.6,28.1
44.0,16.3,927.5,2988.134,3.9,30.0
43.0,15.1,926.5,2589.078,4.1,28.9
43.0,15.2,926.2,1573.809,4.2,29.1
43.0,14.8,926.3,1314.82,3.9,28.5
47.0,15.2,926.3,480.288,3.2,27.4
51.0,15.1,926.8,3.261,2.4,25.9
60.0,16.1,927.5,-3.54,2.1,24.3
68.0,16.7,928.2,-3.54,2.0,23.0
75.0,17.5,928.6,-3.54,1.7,22.2
80.0,17.6,928.6,-3.54,2.3,21.2
81.0,17.9,928.3,-3.54,3.0,21.3
82.0,17.4,927.8,-3.54,2.7,20.6
83.0,17.2,928.0,-3.54,1.8,20.2
84.0,17.3,927.4,-3.54,3.2,20.2
84.0,17.2,927.5,-3.54,3.2,20.0
87.0,17.1,928.0,-3.54,2.7,19.4
86.0,16.8,929.1,16.344,2.1,19.1
73.0,16.2,929.7,663.382,2.7,21.4
64.0,15.9,929.9,1640.623,4.9,23.1
57.0,15.8,929.9,2479.378,4.6,25.0
48.0,14.5,929.7,3233.189,4.6,26.4
40.0,13.2,929.1,3739.743,4.2,28.2
36.0,13.4,928.3,3994.605,2.8,30.3
31.0,11.5,927.3,3956.237,4.4,30.7
27.0,10.2,926.3,3696.11,3.9,31.4
26.0,9.9,925.6,3229.577,3.7,31.9
27.0,9.4,925.4,2035.735,3.5,30.5
29.0,9.9,925.6,855.206,3.2,29.9
31.0,10.0,925.6,269.928,2.9,29.1
35.0,10.7,926.0,4.211,1.9,27.3
39.0,11.1,926.5,-3.54,2.4,26.2
46.0,13.0,927.3,-3.54,3.2,25.6
53.0,14.4,927.7,-3.54,3.5,24.7
62.0,15.8,927.8,-3.54,3.1,23.5
69.0,16.4,927.5,-3.54,2.7,22.3
76.0,17.1,927.5,-3.54,2.0,21.4
79.0,17.1,927.5,-3.54,1.9,20.8
77.0,16.4,927.6,-3.54,2.1,20.5
80.0,16.3,927.6,-3.54,2.6,19.9
76.0,15.3,928.3,-3.54,2.4,19.7
80.0,15.5,929.0,15.799,1.9,19.0
71.0,15.6,929.5,591.655,3.0,21.1
64.0,15.8,929.8,1519.312,3.4,22.9
57.0,15.8,929.9,2448.077,3.2,25.0
49.0,14.8,929.8,3225.114,3.5,26.5
41.0,13.9,929.2,3685.939,3.2,28.3
35.0,12.6,928.3,4007.492,2.5,29.5
30.0,11.4,927.3,4055.032,3.1,31.0
28.0,10.6,926.4,3829.297,1.7,31.3
28.0,10.9,925.6,2013.171,2.2,31.6
30.0,10.7,925.1,1107.207,2.3,30.1
31.0,10.2,925.2,462.41,2.5,29.2
32.0,10.3,925.3,189.632,2.1,28.4
34.0,10.1,925.9,10.791,2.5,27.1
38.0,10.4,926.4,-3.54,2.3,25.6
40.0,10.3,927.2,-3.54,2.3,24.8
44.0,10.6,927.4,-3.54,2.0,23.5
49.0,11.6,927.3,-3.54,3.4,23.1
62.0,15.0,927.0,-3.54,3.7,22.7
69.0,15.9,926.8,-3.54,3.3,21.8
