umid_inst,pto_orvalho_inst,pressao,radiacao,vento_vel,temp_inst
70.0,24.2,1008.0,3218.203,3.4,30.4
67.0,23.7,1007.1,3349.56,3.0,30.5
64.0,23.8,1005.7,2992.27,1.9,31.4
64.0,24.1,1004.3,2846.785,2.0,31.8
87.0,24.0,1004.2,916.614,1.9,26.4
92.0,24.2,1004.0,407.244,1.1,25.6
92.0,24.3,1004.5,231.826,0.0,25.6
94.0,24.1,1004.7,11.153,0.0,25.2
94.0,24.0,1005.8,-3.135,0.1,25.0
95.0,23.6,1006.6,-2.489,0.0,24.5
95.0,23.5,1007.8,-1.731,0.0,24.3
95.0,23.5,1008.0,-1.668,0.0,24.3
95.0,23.2,1007.9,-1.76,0.0,24.0
95.0,23.0,1007.3,-2.739,0.0,23.8
95.0,23.0,1006.8,-1.511,0.0,23.8
95.0,22.9,1006.3,-2.117,0.0,23.7
95.0,22.8,1006.2,-2.576,0.0,23.5
96.0,22.8,1006.4,-2.13,0.0,23.5
95.0,22.8,1007.0,-2.101,0.0,23.5
96.0,22.9,1007.8,58.564,0.0,23.6
94.0,23.6,1008.8,362.879,0.1,24.5
91.0,24.3,1009.5,777.007,1.6,25.9
83.0,23.6,1009.7,1626.625,2.6,26.8
72.0,23.4,1009.2,2361.381,2.3,28.9
66.0,22.9,1008.4,3033.671,1.9,30.0
67.0,24.1,1007.1,3091.559,2.0,31.0
64.0,24.2,1005.4,2683.782,1.3,31.8
67.0,24.9,1004.0,2217.824,2.8,31.6
64.0,23.5,1003.4,1674.377,1.8,31.2
86.0,24.5,1003.5,997.048,0.0,27.1
85.0,24.5,1003.9,372.272,0.4,27.3
85.0,24.0,1005.0,15.883,2.3,26.7
89.0,23.6,1006.1,-2.811,1.0,25.4
93.0,23.8,1007.5,-3.112,0.0,25.1
94.0,23.5,1007.6,-3.296,0.0,24.6
95.0,23.0,1008.0,-3.497,0.0,23.9
95.0,23.1,1007.6,-3.285,0.0,23.9
95.0,22.8,1007.1,-3.321,0.0,23.7
95.0,23.1,1006.6,-2.221,0.0,23.9
95.0,23.0,1006.2,-1.87,0.0,23.8
95.0,22.8,1006.1,-2.334,0.0,23.7
95.0,22.4,1006.6,-3.135,0.0,23.2
95.0,23.5,1007.3,-1.293,2.5,24.3
94.0,22.9,1008.2,26.427,0.5,23.9
94.0,23.3,1009.0,275.309,0.1,24.4
91.0,23.0,1009.7,447.424,0.0,24.5
86.0,23.0,1010.2,757.396,0.2,25.6
80.0,22.5,1009.8,885.808,0.1,26.3
73.0,23.2,1008.9,2528.116,0.0,28.5
70.0,23.3,1007.6,2793.148,0.0,29.5
78.0,23.9,1006.2,1879.814,3.6,28.1
78.0,23.4,1004.6,1052.563,3.2,27.6
81.0,24.1,1004.9,651.943,0.0,27.6
88.0,24.1,1005.4,207.139,0.4,26.2
91.0,23.6,1005.0,18.449,0.0,25.2
93.0,23.6,1005.8,-3.54,0.0,24.8
94.0,23.1,1006.4,-3.247,0.0,24.1
95.0,23.0,1007.0,-3.513,0.0,23.8
95.0,22.3,1007.7,-3.39,0.0,23.2
95.0,23.1,1007.4,-2.146,0.0,23.9
95.0,23.0,1006.7,-3.278,0.0,23.8
95.0,23.0,1005.9,-2.739,0.1,23.8
95.0,22.9,1005.4,-1.539,0.0,23.7
95.0,22.8,1005.6,-2.624,0.5,23.6
95.0,22.7,1006.0,-0.818,0.1,23.5
95.0,22.7,1006.4,-0.945,0.0,23.5
95.0,22.6,1007.1,60.217,0.0,23.4
94.0,22.9,1007.9,424.905,0.0,23.9
84.0,22.2,1008.3,941.917,0.1,25.0
74.0,22.8,1008.2,2337.553,0.5,27.8
69.0,22.9,1007.8,2931.898,1.6,29.1
66.0,22.9,1007.1,3003.257,1.9,30.0
70.0,23.9,1006.0,2460.885,3.1,29.9
87.0,25.4,1005.3,1297.022,1.4,27.7
82.0,24.3,1004.0,968.863,1.4,27.7
86.0,24.9,1003.2,287.62,1.3,27.5
89.0,25.1,1002.6,123.445,0.1,27.0
91.0,25.1,1003.3,106.242,0.0,26.8
93.0,24.8,1003.8,5.494,0.0,26.0
94.0,24.7,1004.1,-2.9,0.1,25.7
94.0,24.3,1004.7,-2.165,0.0,25.3
95.0,24.4,1005.4,-3.03,0.0,25.3
95.0,24.1,1005.8,-2.325,0.0,25.0
95.0,24.0,1005.7,-2.515,0.0,24.9
95.0,23.6,1005.4,-3.287,0.0,24.5
95.0,23.6,1004.9,-2.048,0.0,24.4
95.0,23.5,1004.3,-1.372,0.0,24.3
96.0,23.5,1004.2,-0.459,0.0,24.2
96.0,23.4,1004.6,-0.318,0.1,24.2
96.0,23.4,1005.6,-0.094,0.0,24.1
96.0,23.5,1006.3,86.282,0.0,24.2
96.0,23.9,1007.1,311.118,0.0,24.6
94.0,24.1,1007.7,435.729,0.2,25.2
79.0,23.9,1007.7,1579.931,1.5,27.7
79.0,24.9,1007.1,2512.253,2.2,29.0
81.0,25.1,1006.5,1744.058,1.4,28.8
84.0,25.6,1005.5,1761.77,2.7,28.6
80.0,24.4,1004.3,1749.581,1.6,28.3
68.0,23.7,1003.1,1306.141,2.5,30.3
84.0,26.1,1002.5,1706.749,1.9,29.1
92.0,23.5,1002.6,115.047,1.9,24.9
93.0,23.6,1002.1,69.552,1.0,24.9
94.0,23.5,1002.5,8.787,0.0,24.6
95.0,23.5,1003.4,-3.303,0.0,24.4
95.0,22.9,1004.9,-3.52,0.0,23.8
95.0,22.5,1005.6,-3.52,0.0,23.4
95.0,22.2,1005.7,-3.52,0.0,22.9
96.0,22.2,1005.8,-3.48,0.3,23.0
95.0,22.3,1005.1,-3.193,0.0,23.0
96.0,21.9,1004.9,-3.417,0.0,22.7
96.0,21.6,1004.3,-3.283,0.0,22.3
96.0,21.5,1004.7,-3.446,0.0,22.2
96.0,21.2,1004.6,-3.392,0.0,21.9
96.0,20.9,1005.7,-3.518,0.0,21.6
96.0,21.8,1006.6,71.038,0.0,22.5
96.0,23.8,1007.6,406.631,0.0,24.6
82.0,22.7,1008.2,1043.034,2.8,26.1
78.0,23.4,1008.2,1482.463,2.4,27.5
72.0,23.4,1007.6,2172.95,3.8,29.0
69.0,23.4,1007.0,2195.631,3.3,29.6
71.0,24.0,1006.2,2354.684,2.1,29.8
63.0,23.2,1004.8,2835.961,3.1,30.9
85.0,26.2,1003.8,1581.832,0.2,29.0
70.0,24.5,1002.9,1931.892,1.5,30.7
64.0,23.4,1003.0,1166.479,1.6,31.1
75.0,24.0,1003.3,328.006,0.4,29.0
90.0,25.0,1003.4,21.888,0.0,26.7
93.0,24.7,1003.8,-3.536,0.0,25.9
94.0,24.2,1004.7,-3.37,0.0,25.2
94.0,23.6,1005.4,-3.175,0.0,24.6
95.0,23.0,1005.8,-3.439,0.0,23.9
95.0,22.7,1005.7,-3.269,0.0,23.6
95.0,22.6,1005.7,-3.144,0.0,23.5
95.0,22.4,1005.5,-3.33,0.0,23.3
95.0,22.5,1005.4,-2.883,0.0,23.4
95.0,22.7,1005.3,-2.48,0.0,23.5
88.0,22.3,1005.4,-3.536,0.6,24.5
87.0,22.5,1006.2,-3.439,1.6,24.8
84.0,22.5,1007.2,52.617,2.2,25.3
82.0,22.6,1008.1,251.595,4.0,25.9
80.0,22.9,1008.6,805.344,3.5,26.6
72.0,23.4,1008.4,1588.233,3.1,28.8
67.0,22.7,1007.9,2642.668,4.4,29.5
63.0,23.1,1007.2,2485.226,4.7,30.9
61.0,22.7,1006.2,2870.546,4.5,31.1
58.0,22.8,1005.1,2583.543,4.5,32.1
58.0,23.0,1003.7,2303.12,3.3,32.4
82.0,25.4,1003.7,1644.701,0.1,28.7
71.0,24.0,1003.2,978.068,2.5,29.8
74.0,23.8,1003.6,376.007,1.5,29.0
89.0,24.6,1004.5,24.203,0.0,26.5
91.0,24.2,1005.5,-3.536,0.0,25.7
